"{44F406B6-1404-1095-E063-4704A8C048D4}","700000","2021-03-25 00:00","W13 0HF","F","Y","L","85","FLAT 2","CLEVELAND ROAD","","LONDON","EALING","GREATER LONDON","A","A"
"{44F406B6-149A-1095-E063-4704A8C048D4}","600000","2021-03-08 00:00","W13 0HF","F","Y","L","85","FLAT 8","CLEVELAND ROAD","","LONDON","EALING","GREATER LONDON","A","A"
"{44F406B7-48DC-1095-E063-4704A8C048D4}","265000","2022-11-14 00:00","HG1 2BY","O","N","F","214","","RIPON ROAD","","HARROGATE","NORTH YORKSHIRE","NORTH YORKSHIRE","B","A"
"{44F406B7-48F0-1095-E063-4704A8C048D4}","750000","2022-09-01 00:00","YO7 2QF","O","N","F","1","","MONKS COURT","BAGBY","THIRSK","NORTH YORKSHIRE","NORTH YORKSHIRE","B","A"
"{44F406B6-917D-1095-E063-4704A8C048D4}","334995","2020-12-11 00:00","LA2 6FE","D","Y","F","32","","FOUNDRY CLOSE","HALTON","LANCASTER","LANCASTER","LANCASHIRE","A","A"
"{44F406B6-91A9-1095-E063-4704A8C048D4}","289995","2020-09-25 00:00","PR4 2FE","D","Y","F","3","","ALICE WAY","WREA GREEN","PRESTON","FYLDE","LANCASHIRE","A","A"
"{44F406B7-334F-1095-E063-4704A8C048D4}","4000","2025-06-16 00:00","OL1 4JN","O","N","F","369 - 371","","RIPPONDEN ROAD","","OLDHAM","OLDHAM","GREATER MANCHESTER","B","A"
"{44F406B7-3350-1095-E063-4704A8C048D4}","149950","2025-10-24 00:00","WN3 4PB","T","N","L","20","","WOODVILLE ROAD","INCE","WIGAN","WIGAN","GREATER MANCHESTER","B","A"
